Fecha,Temporada,Equipo2,Equipo1
8/09/1979,1979-1980,Rayo Vallecano,Betis
8/09/1979,1979-1980,AD Almería,Español
8/09/1979,1979-1980,Sevilla,Sporting de Gijón
8/09/1979,1979-1980,Las Palmas,Real Sociedad
9/09/1979,1979-1980,CD Málaga,Burgos
9/09/1979,1979-1980,Atlético de Madrid,Hércules
9/09/1979,1979-1980,Valencia,Real Madrid
9/09/1979,1979-1980,Athletic Club,Salamanca
9/09/1979,1979-1980,Barcelona,Zaragoza
15/09/1979,1979-1980,Real Sociedad,Athletic Club
15/09/1979,1979-1980,Sporting de Gijón,Atlético de Madrid
15/09/1979,1979-1980,Betis,Barcelona
15/09/1979,1979-1980,Hércules,Las Palmas
15/09/1979,1979-1980,Español,CD Málaga
15/09/1979,1979-1980,Salamanca,Valencia
16/09/1979,1979-1980,Zaragoza,AD Almería
16/09/1979,1979-1980,Real Madrid,Rayo Vallecano
16/09/1979,1979-1980,Burgos,Sevilla
22/09/1979,1979-1980,Zaragoza,Español
23/09/1979,1979-1980,AD Almería,Betis
23/09/1979,1979-1980,Atlético de Madrid,Burgos
23/09/1979,1979-1980,Las Palmas,Sporting de Gijón
23/09/1979,1979-1980,Athletic Club,Hércules
23/09/1979,1979-1980,Sevilla,CD Málaga
23/09/1979,1979-1980,Valencia,Real Sociedad
23/09/1979,1979-1980,Barcelona,Real Madrid
23/09/1979,1979-1980,Rayo Vallecano,Salamanca
29/09/1979,1979-1980,CD Málaga,Atlético de Madrid
29/09/1979,1979-1980,Burgos,Las Palmas
29/09/1979,1979-1980,Hércules,Valencia
30/09/1979,1979-1980,Real Madrid,AD Almería
30/09/1979,1979-1980,Sporting de Gijón,Athletic Club
30/09/1979,1979-1980,Salamanca,Barcelona
30/09/1979,1979-1980,Real Sociedad,Rayo Vallecano
30/09/1979,1979-1980,Español,Sevilla
30/09/1979,1979-1980,Betis,Zaragoza
14/10/1979,1979-1980,Athletic Club,Burgos
14/10/1979,1979-1980,Betis,Español
14/10/1979,1979-1980,Valencia,Sporting de Gijón
14/10/1979,1979-1980,Rayo Vallecano,Hércules
14/10/1979,1979-1980,Las Palmas,CD Málaga
14/10/1979,1979-1980,Barcelona,Real Sociedad
14/10/1979,1979-1980,Zaragoza,Real Madrid
14/10/1979,1979-1980,AD Almería,Salamanca
14/10/1979,1979-1980,Atlético de Madrid,Sevilla
20/10/1979,1979-1980,Hércules,Barcelona
20/10/1979,1979-1980,Sevilla,Las Palmas
20/10/1979,1979-1980,Burgos,Valencia
21/10/1979,1979-1980,Real Sociedad,AD Almería
21/10/1979,1979-1980,CD Málaga,Athletic Club
21/10/1979,1979-1980,Español,Atlético de Madrid
21/10/1979,1979-1980,Real Madrid,Betis
21/10/1979,1979-1980,Sporting de Gijón,Rayo Vallecano
21/10/1979,1979-1980,Salamanca,Zaragoza
28/10/1979,1979-1980,Las Palmas,Atlético de Madrid
28/10/1979,1979-1980,Rayo Vallecano,Burgos
28/10/1979,1979-1980,Real Madrid,Español
28/10/1979,1979-1980,Barcelona,Sporting de Gijón
28/10/1979,1979-1980,AD Almería,Hércules
28/10/1979,1979-1980,Valencia,CD Málaga
28/10/1979,1979-1980,Zaragoza,Real Sociedad
28/10/1979,1979-1980,Betis,Salamanca
28/10/1979,1979-1980,Athletic Club,Sevilla
3/11/1979,1979-1980,Burgos,Barcelona
3/11/1979,1979-1980,Español,Las Palmas
3/11/1979,1979-1980,Salamanca,Real Madrid
4/11/1979,1979-1980,Sporting de Gijón,AD Almería
4/11/1979,1979-1980,Atlético de Madrid,Athletic Club
4/11/1979,1979-1980,Real Sociedad,Betis
4/11/1979,1979-1980,CD Málaga,Rayo Vallecano
4/11/1979,1979-1980,Sevilla,Valencia
4/11/1979,1979-1980,Hércules,Zaragoza
10/11/1979,1979-1980,Athletic Club,Las Palmas
11/11/1979,1979-1980,Valencia,Atlético de Madrid
11/11/1979,1979-1980,AD Almería,Burgos
11/11/1979,1979-1980,Salamanca,Español
11/11/1979,1979-1980,Zaragoza,Sporting de Gijón
11/11/1979,1979-1980,Betis,Hércules
11/11/1979,1979-1980,Barcelona,CD Málaga
11/11/1979,1979-1980,Real Madrid,Real Sociedad
11/11/1979,1979-1980,Rayo Vallecano,Sevilla
18/11/1979,1979-1980,CD Málaga,AD Almería
18/11/1979,1979-1980,Español,Athletic Club
18/11/1979,1979-1980,Sevilla,Barcelona
18/11/1979,1979-1980,Sporting de Gijón,Betis
18/11/1979,1979-1980,Atlético de Madrid,Rayo Vallecano
18/11/1979,1979-1980,Hércules,Real Madrid
18/11/1979,1979-1980,Real Sociedad,Salamanca
18/11/1979,1979-1980,Las Palmas,Valencia
18/11/1979,1979-1980,Burgos,Zaragoza
25/11/1979,1979-1980,Valencia,Athletic Club
25/11/1979,1979-1980,Barcelona,Atlético de Madrid
25/11/1979,1979-1980,Betis,Burgos
25/11/1979,1979-1980,Real Sociedad,Español
25/11/1979,1979-1980,Real Madrid,Sporting de Gijón
25/11/1979,1979-1980,Salamanca,Hércules
25/11/1979,1979-1980,Rayo Vallecano,Las Palmas
25/11/1979,1979-1980,Zaragoza,CD Málaga
25/11/1979,1979-1980,AD Almería,Sevilla
2/12/1979,1979-1980,Atlético de Madrid,AD Almería
2/12/1979,1979-1980,Las Palmas,Barcelona
2/12/1979,1979-1980,CD Málaga,Betis
2/12/1979,1979-1980,Hércules,Real Sociedad
2/12/1979,1979-1980,Athletic Club,Rayo Vallecano
2/12/1979,1979-1980,Burgos,Real Madrid
2/12/1979,1979-1980,Sporting de Gijón,Salamanca
2/12/1979,1979-1980,Español,Valencia
2/12/1979,1979-1980,Sevilla,Zaragoza
15/12/1979,1979-1980,AD Almería,Las Palmas
16/12/1979,1979-1980,Barcelona,Athletic Club
16/12/1979,1979-1980,Zaragoza,Atlético de Madrid
16/12/1979,1979-1980,Salamanca,Burgos
16/12/1979,1979-1980,Hércules,Español
16/12/1979,1979-1980,Real Sociedad,Sporting de Gijón
16/12/1979,1979-1980,Real Madrid,CD Málaga
16/12/1979,1979-1980,Betis,Sevilla
16/12/1979,1979-1980,Rayo Vallecano,Valencia
30/12/1979,1979-1980,Athletic Club,AD Almería
30/12/1979,1979-1980,Valencia,Barcelona
30/12/1979,1979-1980,Atlético de Madrid,Betis
30/12/1979,1979-1980,Sporting de Gijón,Hércules
30/12/1979,1979-1980,Burgos,Real Sociedad
30/12/1979,1979-1980,Español,Rayo Vallecano
30/12/1979,1979-1980,Sevilla,Real Madrid
30/12/1979,1979-1980,CD Málaga,Salamanca
30/12/1979,1979-1980,Las Palmas,Zaragoza
6/01/1980,1979-1980,Zaragoza,Athletic Club
6/01/1980,1979-1980,Real Madrid,Atlético de Madrid
6/01/1980,1979-1980,Hércules,Burgos
6/01/1980,1979-1980,Sporting de Gijón,Español
6/01/1980,1979-1980,Betis,Las Palmas
6/01/1980,1979-1980,Real Sociedad,CD Málaga
6/01/1980,1979-1980,Barcelona,Rayo Vallecano
6/01/1980,1979-1980,Salamanca,Sevilla
6/01/1980,1979-1980,AD Almería,Valencia
13/01/1980,1979-1980,Rayo Vallecano,AD Almería
13/01/1980,1979-1980,Athletic Club,Betis
13/01/1980,1979-1980,Barcelona,Español
13/01/1980,1979-1980,Burgos,Sporting de Gijón
13/01/1980,1979-1980,CD Málaga,Hércules
13/01/1980,1979-1980,Sevilla,Real Sociedad
13/01/1980,1979-1980,Las Palmas,Real Madrid
13/01/1980,1979-1980,Atlético de Madrid,Salamanca
13/01/1980,1979-1980,Valencia,Zaragoza
20/01/1980,1979-1980,Real Madrid,Athletic Club
20/01/1980,1979-1980,Real Sociedad,Atlético de Madrid
20/01/1980,1979-1980,AD Almería,Barcelona
20/01/1980,1979-1980,Español,Burgos
20/01/1980,1979-1980,Salamanca,Las Palmas
20/01/1980,1979-1980,Sporting de Gijón,CD Málaga
20/01/1980,1979-1980,Zaragoza,Rayo Vallecano
20/01/1980,1979-1980,Hércules,Sevilla
20/01/1980,1979-1980,Betis,Valencia
26/01/1980,1979-1980,Sporting de Gijón,Sevilla
27/01/1980,1979-1980,Español,AD Almería
27/01/1980,1979-1980,Salamanca,Athletic Club
27/01/1980,1979-1980,Hércules,Atlético de Madrid
27/01/1980,1979-1980,Zaragoza,Barcelona
27/01/1980,1979-1980,Real Sociedad,Las Palmas
27/01/1980,1979-1980,Burgos,CD Málaga
27/01/1980,1979-1980,Betis,Rayo Vallecano
27/01/1980,1979-1980,Real Madrid,Valencia
3/02/1980,1979-1980,Barcelona,Betis
3/02/1980,1979-1980,Sevilla,Burgos
3/02/1980,1979-1980,CD Málaga,Español
3/02/1980,1979-1980,Atlético de Madrid,Sporting de Gijón
3/02/1980,1979-1980,Las Palmas,Hércules
3/02/1980,1979-1980,Athletic Club,Real Sociedad
3/02/1980,1979-1980,Rayo Vallecano,Real Madrid
3/02/1980,1979-1980,Valencia,Salamanca
3/02/1980,1979-1980,AD Almería,Zaragoza
10/02/1980,1979-1980,Betis,AD Almería
10/02/1980,1979-1980,Hércules,Athletic Club
10/02/1980,1979-1980,Burgos,Atlético de Madrid
10/02/1980,1979-1980,Real Madrid,Barcelona
10/02/1980,1979-1980,Sporting de Gijón,Las Palmas
10/02/1980,1979-1980,Salamanca,Rayo Vallecano
10/02/1980,1979-1980,CD Málaga,Sevilla
10/02/1980,1979-1980,Real Sociedad,Valencia
10/02/1980,1979-1980,Español,Zaragoza
17/02/1980,1979-1980,Zaragoza,Betis
17/02/1980,1979-1980,Las Palmas,Burgos
17/02/1980,1979-1980,Sevilla,Español
17/02/1980,1979-1980,Athletic Club,Sporting de Gijón
17/02/1980,1979-1980,Valencia,Hércules
17/02/1980,1979-1980,Atlético de Madrid,CD Málaga
17/02/1980,1979-1980,Rayo Vallecano,Real Sociedad
17/02/1980,1979-1980,AD Almería,Real Madrid
17/02/1980,1979-1980,Barcelona,Salamanca
23/02/1980,1979-1980,Real Sociedad,Barcelona
23/02/1980,1979-1980,Español,Betis
24/02/1980,1979-1980,Salamanca,AD Almería
24/02/1980,1979-1980,Burgos,Athletic Club
24/02/1980,1979-1980,Sevilla,Atlético de Madrid
24/02/1980,1979-1980,CD Málaga,Las Palmas
24/02/1980,1979-1980,Hércules,Rayo Vallecano
24/02/1980,1979-1980,Sporting de Gijón,Valencia
24/02/1980,1979-1980,Real Madrid,Zaragoza
1/03/1980,1979-1980,Betis,Real Madrid
2/03/1980,1979-1980,Valencia,Burgos
2/03/1980,1979-1980,Atlético de Madrid,Español
2/03/1980,1979-1980,Rayo Vallecano,Sporting de Gijón
2/03/1980,1979-1980,Barcelona,Hércules
2/03/1980,1979-1980,Athletic Club,CD Málaga
2/03/1980,1979-1980,AD Almería,Real Sociedad
2/03/1980,1979-1980,Zaragoza,Salamanca
2/03/1980,1979-1980,Las Palmas,Sevilla
8/03/1980,1979-1980,Sevilla,Athletic Club
8/03/1980,1979-1980,Salamanca,Betis
8/03/1980,1979-1980,Atlético de Madrid,Las Palmas
9/03/1980,1979-1980,Hércules,AD Almería
9/03/1980,1979-1980,Sporting de Gijón,Barcelona
9/03/1980,1979-1980,Burgos,Rayo Vallecano
9/03/1980,1979-1980,Español,Real Madrid
9/03/1980,1979-1980,CD Málaga,Valencia
9/03/1980,1979-1980,Real Sociedad,Zaragoza
16/03/1980,1979-1980,Athletic Club,Atlético de Madrid
16/03/1980,1979-1980,Barcelona,Burgos
16/03/1980,1979-1980,Las Palmas,Español
16/03/1980,1979-1980,AD Almería,Sporting de Gijón
16/03/1980,1979-1980,Zaragoza,Hércules
16/03/1980,1979-1980,Rayo Vallecano,CD Málaga
16/03/1980,1979-1980,Betis,Real Sociedad
16/03/1980,1979-1980,Real Madrid,Salamanca
16/03/1980,1979-1980,Valencia,Sevilla
23/03/1980,1979-1980,Burgos,AD Almería
23/03/1980,1979-1980,Las Palmas,Athletic Club
23/03/1980,1979-1980,CD Málaga,Barcelona
23/03/1980,1979-1980,Hércules,Betis
23/03/1980,1979-1980,Sevilla,Rayo Vallecano
23/03/1980,1979-1980,Real Sociedad,Real Madrid
23/03/1980,1979-1980,Español,Salamanca
23/03/1980,1979-1980,Atlético de Madrid,Valencia
23/03/1980,1979-1980,Sporting de Gijón,Zaragoza
29/03/1980,1979-1980,Betis,Sporting de Gijón
29/03/1980,1979-1980,Valencia,Las Palmas
30/03/1980,1979-1980,Rayo Vallecano,Atlético de Madrid
30/03/1980,1979-1980,Zaragoza,Burgos
30/03/1980,1979-1980,Athletic Club,Español
30/03/1980,1979-1980,Real Madrid,Hércules
30/03/1980,1979-1980,Salamanca,Real Sociedad
30/03/1980,1979-1980,Barcelona,Sevilla
5/04/1980,1979-1980,Sporting de Gijón,Real Madrid
5/04/1980,1979-1980,Athletic Club,Valencia
6/04/1980,1979-1980,Sevilla,AD Almería
6/04/1980,1979-1980,Atlético de Madrid,Barcelona
6/04/1980,1979-1980,Burgos,Betis
6/04/1980,1979-1980,Español,Real Sociedad
6/04/1980,1979-1980,Las Palmas,Rayo Vallecano
6/04/1980,1979-1980,Hércules,Salamanca
6/04/1980,1979-1980,CD Málaga,Zaragoza
12/04/1980,1979-1980,Barcelona,Las Palmas
13/04/1980,1979-1980,Rayo Vallecano,Athletic Club
13/04/1980,1979-1980,AD Almería,Atlético de Madrid
13/04/1980,1979-1980,Real Madrid,Burgos
13/04/1980,1979-1980,Valencia,Español
13/04/1980,1979-1980,Salamanca,Sporting de Gijón
13/04/1980,1979-1980,Real Sociedad,Hércules
13/04/1980,1979-1980,Betis,CD Málaga
13/04/1980,1979-1980,Zaragoza,Sevilla
19/04/1980,1979-1980,CD Málaga,Real Madrid
20/04/1980,1979-1980,Las Palmas,AD Almería
20/04/1980,1979-1980,Athletic Club,Barcelona
20/04/1980,1979-1980,Sevilla,Betis
20/04/1980,1979-1980,Español,Hércules
20/04/1980,1979-1980,Sporting de Gijón,Real Sociedad
20/04/1980,1979-1980,Valencia,Rayo Vallecano
20/04/1980,1979-1980,Burgos,Salamanca
20/04/1980,1979-1980,Atlético de Madrid,Zaragoza
26/04/1980,1979-1980,Hércules,Sporting de Gijón
26/04/1980,1979-1980,Zaragoza,Las Palmas
27/04/1980,1979-1980,AD Almería,Athletic Club
27/04/1980,1979-1980,Betis,Atlético de Madrid
27/04/1980,1979-1980,Real Sociedad,Burgos
27/04/1980,1979-1980,Rayo Vallecano,Español
27/04/1980,1979-1980,Salamanca,CD Málaga
27/04/1980,1979-1980,Real Madrid,Sevilla
27/04/1980,1979-1980,Barcelona,Valencia
4/05/1980,1979-1980,Valencia,AD Almería
4/05/1980,1979-1980,Rayo Vallecano,Barcelona
4/05/1980,1979-1980,Las Palmas,Betis
4/05/1980,1979-1980,Español,Sporting de Gijón
4/05/1980,1979-1980,Burgos,Hércules
4/05/1980,1979-1980,CD Málaga,Real Sociedad
4/05/1980,1979-1980,Atlético de Madrid,Real Madrid
4/05/1980,1979-1980,Sevilla,Salamanca
4/05/1980,1979-1980,Athletic Club,Zaragoza
10/05/1980,1979-1980,Zaragoza,Valencia
11/05/1980,1979-1980,Betis,Athletic Club
11/05/1980,1979-1980,Salamanca,Atlético de Madrid
11/05/1980,1979-1980,Español,Barcelona
11/05/1980,1979-1980,Sporting de Gijón,Burgos
11/05/1980,1979-1980,Real Madrid,Las Palmas
11/05/1980,1979-1980,Hércules,CD Málaga
11/05/1980,1979-1980,AD Almería,Rayo Vallecano
11/05/1980,1979-1980,Real Sociedad,Sevilla
6/09/1980,1980-1981,Hércules,Español
6/09/1980,1980-1981,Betis,Sporting de Gijón
6/09/1980,1980-1981,Salamanca,Sevilla
6/09/1980,1980-1981,Real Sociedad,Valencia
7/09/1980,1980-1981,Real Madrid,AD Almería
7/09/1980,1980-1981,Zaragoza,Athletic Club
7/09/1980,1980-1981,Valladolid,Atlético de Madrid
7/09/1980,1980-1981,Barcelona,Murcia
7/09/1980,1980-1981,Las Palmas,Osasuna
13/09/1980,1980-1981,Español,Barcelona
13/09/1980,1980-1981,Atlético de Madrid,Las Palmas
13/09/1980,1980-1981,Osasuna,Real Sociedad
13/09/1980,1980-1981,Murcia,Salamanca
13/09/1980,1980-1981,Betis,Valencia
14/09/1980,1980-1981,Sporting de Gijón,Hércules
14/09/1980,1980-1981,Athletic Club,Real Madrid
14/09/1980,1980-1981,AD Almería,Valladolid
14/09/1980,1980-1981,Sevilla,Zaragoza
20/09/1980,1980-1981,Salamanca,Español
21/09/1980,1980-1981,Valladolid,Athletic Club
21/09/1980,1980-1981,AD Almería,Atlético de Madrid
21/09/1980,1980-1981,Barcelona,Sporting de Gijón
21/09/1980,1980-1981,Real Sociedad,Las Palmas
21/09/1980,1980-1981,Zaragoza,Murcia
21/09/1980,1980-1981,Betis,Osasuna
21/09/1980,1980-1981,Real Madrid,Sevilla
21/09/1980,1980-1981,Hércules,Valencia
27/09/1980,1980-1981,Valencia,Barcelona
27/09/1980,1980-1981,Atlético de Madrid,Real Sociedad
28/09/1980,1980-1981,Athletic Club,AD Almería
28/09/1980,1980-1981,Las Palmas,Betis
28/09/1980,1980-1981,Osasuna,Hércules
28/09/1980,1980-1981,Murcia,Real Madrid
28/09/1980,1980-1981,Sporting de Gijón,Salamanca
28/09/1980,1980-1981,Sevilla,Valladolid
28/09/1980,1980-1981,Español,Zaragoza
4/10/1980,1980-1981,Hércules,Las Palmas
5/10/1980,1980-1981,Athletic Club,Atlético de Madrid
5/10/1980,1980-1981,Real Madrid,Español
5/10/1980,1980-1981,Zaragoza,Sporting de Gijón
5/10/1980,1980-1981,Valladolid,Murcia
5/10/1980,1980-1981,Barcelona,Osasuna
5/10/1980,1980-1981,Betis,Real Sociedad
5/10/1980,1980-1981,AD Almería,Sevilla
5/10/1980,1980-1981,Salamanca,Valencia
11/10/1980,1980-1981,Sevilla,Athletic Club
12/10/1980,1980-1981,Murcia,AD Almería
12/10/1980,1980-1981,Las Palmas,Barcelona
12/10/1980,1980-1981,Atlético de Madrid,Betis
12/10/1980,1980-1981,Real Sociedad,Hércules
12/10/1980,1980-1981,Sporting de Gijón,Real Madrid
12/10/1980,1980-1981,Osasuna,Salamanca
12/10/1980,1980-1981,Español,Valladolid
12/10/1980,1980-1981,Valencia,Zaragoza
18/10/1980,1980-1981,Salamanca,Las Palmas
18/10/1980,1980-1981,Real Madrid,Valencia
19/10/1980,1980-1981,Sevilla,Atlético de Madrid
19/10/1980,1980-1981,Hércules,Betis
19/10/1980,1980-1981,AD Almería,Español
19/10/1980,1980-1981,Valladolid,Sporting de Gijón
19/10/1980,1980-1981,Athletic Club,Murcia
19/10/1980,1980-1981,Zaragoza,Osasuna
19/10/1980,1980-1981,Barcelona,Real Sociedad
26/10/1980,1980-1981,Sporting de Gijón,AD Almería
26/10/1980,1980-1981,Español,Athletic Club
26/10/1980,1980-1981,Betis,Barcelona
26/10/1980,1980-1981,Atlético de Madrid,Hércules
26/10/1980,1980-1981,Osasuna,Real Madrid
26/10/1980,1980-1981,Real Sociedad,Salamanca
26/10/1980,1980-1981,Murcia,Sevilla
26/10/1980,1980-1981,Valencia,Valladolid
26/10/1980,1980-1981,Las Palmas,Zaragoza
1/11/1980,1980-1981,Real Madrid,Las Palmas
1/11/1980,1980-1981,Zaragoza,Real Sociedad
1/11/1980,1980-1981,AD Almería,Valencia
2/11/1980,1980-1981,Murcia,Atlético de Madrid
2/11/1980,1980-1981,Salamanca,Betis
2/11/1980,1980-1981,Sevilla,Español
2/11/1980,1980-1981,Athletic Club,Sporting de Gijón
2/11/1980,1980-1981,Barcelona,Hércules
2/11/1980,1980-1981,Valladolid,Osasuna
9/11/1980,1980-1981,Osasuna,AD Almería
9/11/1980,1980-1981,Valencia,Athletic Club
9/11/1980,1980-1981,Atlético de Madrid,Barcelona
9/11/1980,1980-1981,Español,Murcia
9/11/1980,1980-1981,Real Sociedad,Real Madrid
9/11/1980,1980-1981,Hércules,Salamanca
9/11/1980,1980-1981,Sporting de Gijón,Sevilla
9/11/1980,1980-1981,Las Palmas,Valladolid
9/11/1980,1980-1981,Betis,Zaragoza
15/11/1980,1980-1981,AD Almería,Las Palmas
16/11/1980,1980-1981,Español,Atlético de Madrid
16/11/1980,1980-1981,Salamanca,Barcelona
16/11/1980,1980-1981,Real Madrid,Betis
16/11/1980,1980-1981,Murcia,Sporting de Gijón
16/11/1980,1980-1981,Zaragoza,Hércules
16/11/1980,1980-1981,Athletic Club,Osasuna
16/11/1980,1980-1981,Valladolid,Real Sociedad
16/11/1980,1980-1981,Sevilla,Valencia
23/11/1980,1980-1981,Real Sociedad,AD Almería
23/11/1980,1980-1981,Las Palmas,Athletic Club
23/11/1980,1980-1981,Sporting de Gijón,Español
23/11/1980,1980-1981,Valencia,Murcia
23/11/1980,1980-1981,Hércules,Real Madrid
23/11/1980,1980-1981,Atlético de Madrid,Salamanca
23/11/1980,1980-1981,Osasuna,Sevilla
23/11/1980,1980-1981,Betis,Valladolid
23/11/1980,1980-1981,Barcelona,Zaragoza
29/11/1980,1980-1981,Sevilla,Las Palmas
30/11/1980,1980-1981,Sporting de Gijón,Atlético de Madrid
30/11/1980,1980-1981,Real Madrid,Barcelona
30/11/1980,1980-1981,AD Almería,Betis
30/11/1980,1980-1981,Valladolid,Hércules
30/11/1980,1980-1981,Athletic Club,Real Sociedad
30/11/1980,1980-1981,Zaragoza,Salamanca
30/11/1980,1980-1981,Español,Valencia
17/12/1980,1980-1981,Murcia,Osasuna
7/12/1980,1980-1981,Hércules,AD Almería
7/12/1980,1980-1981,Betis,Athletic Club
7/12/1980,1980-1981,Osasuna,Español
7/12/1980,1980-1981,Valencia,Sporting de Gijón
7/12/1980,1980-1981,Las Palmas,Murcia
7/12/1980,1980-1981,Salamanca,Real Madrid
7/12/1980,1980-1981,Real Sociedad,Sevilla
7/12/1980,1980-1981,Barcelona,Valladolid
7/12/1980,1980-1981,Atlético de Madrid,Zaragoza
13/12/1980,1980-1981,AD Almería,Barcelona
13/12/1980,1980-1981,Español,Las Palmas
14/12/1980,1980-1981,Valencia,Atlético de Madrid
14/12/1980,1980-1981,Sevilla,Betis
14/12/1980,1980-1981,Athletic Club,Hércules
14/12/1980,1980-1981,Sporting de Gijón,Osasuna
14/12/1980,1980-1981,Murcia,Real Sociedad
14/12/1980,1980-1981,Valladolid,Salamanca
14/12/1980,1980-1981,Real Madrid,Zaragoza
21/12/1980,1980-1981,Salamanca,AD Almería
21/12/1980,1980-1981,Barcelona,Athletic Club
21/12/1980,1980-1981,Real Madrid,Atlético de Madrid
21/12/1980,1980-1981,Real Sociedad,Español
21/12/1980,1980-1981,Las Palmas,Sporting de Gijón
21/12/1980,1980-1981,Betis,Murcia
21/12/1980,1980-1981,Hércules,Sevilla
21/12/1980,1980-1981,Osasuna,Valencia
21/12/1980,1980-1981,Zaragoza,Valladolid
27/12/1980,1980-1981,Valencia,Las Palmas
28/12/1980,1980-1981,Sevilla,Barcelona
28/12/1980,1980-1981,Español,Betis
28/12/1980,1980-1981,Murcia,Hércules
28/12/1980,1980-1981,Atlético de Madrid,Osasuna
28/12/1980,1980-1981,Sporting de Gijón,Real Sociedad
28/12/1980,1980-1981,Valladolid,Real Madrid
28/12/1980,1980-1981,Athletic Club,Salamanca
28/12/1980,1980-1981,AD Almería,Zaragoza
3/01/1981,1980-1981,Osasuna,Las Palmas
4/01/1981,1980-1981,Murcia,Barcelona
4/01/1981,1980-1981,Sporting de Gijón,Betis
4/01/1981,1980-1981,Español,Hércules
4/01/1981,1980-1981,Valencia,Real Sociedad
4/01/1981,1980-1981,AD Almería,Real Madrid
4/01/1981,1980-1981,Sevilla,Salamanca
4/01/1981,1980-1981,Atlético de Madrid,Valladolid
4/01/1981,1980-1981,Athletic Club,Zaragoza
11/01/1981,1980-1981,Valladolid,AD Almería
11/01/1981,1980-1981,Real Madrid,Athletic Club
11/01/1981,1980-1981,Las Palmas,Atlético de Madrid
11/01/1981,1980-1981,Valencia,Betis
11/01/1981,1980-1981,Barcelona,Español
11/01/1981,1980-1981,Hércules,Sporting de Gijón
11/01/1981,1980-1981,Salamanca,Murcia
11/01/1981,1980-1981,Real Sociedad,Osasuna
11/01/1981,1980-1981,Zaragoza,Sevilla
17/01/1981,1980-1981,Las Palmas,Real Sociedad
18/01/1981,1980-1981,Atlético de Madrid,AD Almería
18/01/1981,1980-1981,Sporting de Gijón,Barcelona
18/01/1981,1980-1981,Osasuna,Betis
18/01/1981,1980-1981,Valencia,Hércules
18/01/1981,1980-1981,Sevilla,Real Madrid
18/01/1981,1980-1981,Español,Salamanca
18/01/1981,1980-1981,Athletic Club,Valladolid
18/01/1981,1980-1981,Murcia,Zaragoza
24/01/1981,1980-1981,Betis,Las Palmas
25/01/1981,1980-1981,AD Almería,Athletic Club
25/01/1981,1980-1981,Real Sociedad,Atlético de Madrid
25/01/1981,1980-1981,Zaragoza,Español
25/01/1981,1980-1981,Salamanca,Sporting de Gijón
25/01/1981,1980-1981,Real Madrid,Murcia
25/01/1981,1980-1981,Hércules,Osasuna
25/01/1981,1980-1981,Valladolid,Sevilla
25/01/1981,1980-1981,Barcelona,Valencia
1/02/1981,1980-1981,Sevilla,AD Almería
1/02/1981,1980-1981,Atlético de Madrid,Athletic Club
1/02/1981,1980-1981,Osasuna,Barcelona
1/02/1981,1980-1981,Real Sociedad,Betis
1/02/1981,1980-1981,Las Palmas,Hércules
1/02/1981,1980-1981,Español,Real Madrid
1/02/1981,1980-1981,Valencia,Salamanca
1/02/1981,1980-1981,Murcia,Valladolid
1/02/1981,1980-1981,Sporting de Gijón,Zaragoza
7/02/1981,1980-1981,Barcelona,Las Palmas
8/02/1981,1980-1981,Betis,Atlético de Madrid
8/02/1981,1980-1981,Valladolid,Español
8/02/1981,1980-1981,Real Madrid,Sporting de Gijón
8/02/1981,1980-1981,AD Almería,Murcia
8/02/1981,1980-1981,Salamanca,Osasuna
8/02/1981,1980-1981,Hércules,Real Sociedad
8/02/1981,1980-1981,Athletic Club,Sevilla
8/02/1981,1980-1981,Zaragoza,Valencia
15/02/1981,1980-1981,Español,AD Almería
15/02/1981,1980-1981,Murcia,Athletic Club
15/02/1981,1980-1981,Real Sociedad,Barcelona
15/02/1981,1980-1981,Betis,Hércules
15/02/1981,1980-1981,Valencia,Real Madrid
15/02/1981,1980-1981,Las Palmas,Salamanca
15/02/1981,1980-1981,Atlético de Madrid,Sevilla
15/02/1981,1980-1981,Sporting de Gijón,Valladolid
15/02/1981,1980-1981,Osasuna,Zaragoza
21/02/1981,1980-1981,Zaragoza,Las Palmas
22/02/1981,1980-1981,Hércules,Atlético de Madrid
22/02/1981,1980-1981,Barcelona,Betis
22/02/1981,1980-1981,Athletic Club,Español
22/02/1981,1980-1981,AD Almería,Sporting de Gijón
22/02/1981,1980-1981,Sevilla,Murcia
22/02/1981,1980-1981,Real Madrid,Osasuna
22/02/1981,1980-1981,Salamanca,Real Sociedad
22/02/1981,1980-1981,Valladolid,Valencia
28/02/1981,1980-1981,Las Palmas,Real Madrid
1/03/1981,1980-1981,Valencia,AD Almería
1/03/1981,1980-1981,Sporting de Gijón,Athletic Club
1/03/1981,1980-1981,Hércules,Barcelona
1/03/1981,1980-1981,Atlético de Madrid,Murcia
1/03/1981,1980-1981,Betis,Salamanca
1/03/1981,1980-1981,Español,Sevilla
1/03/1981,1980-1981,Osasuna,Valladolid
1/03/1981,1980-1981,Real Sociedad,Zaragoza
8/03/1981,1980-1981,Barcelona,Atlético de Madrid
8/03/1981,1980-1981,Zaragoza,Betis
8/03/1981,1980-1981,Murcia,Español
8/03/1981,1980-1981,Sevilla,Sporting de Gijón
8/03/1981,1980-1981,Salamanca,Hércules
8/03/1981,1980-1981,Valladolid,Las Palmas
8/03/1981,1980-1981,AD Almería,Osasuna
8/03/1981,1980-1981,Real Madrid,Real Sociedad
