Fecha,Temporada,Equipo2,Equipo1
5/04/2013,2012-2013,Betis,Granada
6/04/2013,2012-2013,Málaga,Real Sociedad
6/04/2013,2012-2013,Levante,Real Madrid
6/04/2013,2012-2013,Zaragoza,Deportivo de La Coruña
6/04/2013,2012-2013,Mallorca,Barcelona
7/04/2013,2012-2013,Rayo Vallecano,Celta de Vigo
7/04/2013,2012-2013,Espanyol,Osasuna
7/04/2013,2012-2013,Atlético de Madrid,Getafe
7/04/2013,2012-2013,Valladolid,Valencia
8/04/2013,2012-2013,Athletic Club,Sevilla
12/04/2013,2012-2013,Sevilla,Betis
13/04/2013,2012-2013,Getafe,Valladolid
13/04/2013,2012-2013,Deportivo de La Coruña,Levante
13/04/2013,2012-2013,Valencia,Espanyol
13/04/2013,2012-2013,Osasuna,Málaga
14/04/2013,2012-2013,Real Sociedad,Rayo Vallecano
14/04/2013,2012-2013,Granada,Atlético de Madrid
14/04/2013,2012-2013,Barcelona,Zaragoza
14/04/2013,2012-2013,Real Madrid,Athletic Club
15/04/2013,2012-2013,Celta de Vigo,Mallorca
19/04/2013,2012-2013,Rayo Vallecano,Mallorca
20/04/2013,2012-2013,Valladolid,Granada
20/04/2013,2012-2013,Betis,Real Madrid
20/04/2013,2012-2013,Levante,Barcelona
20/04/2013,2012-2013,Málaga,Valencia
21/04/2013,2012-2013,Espanyol,Getafe
21/04/2013,2012-2013,Athletic Club,Deportivo de La Coruña
21/04/2013,2012-2013,Real Sociedad,Osasuna
21/04/2013,2012-2013,Atlético de Madrid,Sevilla
22/04/2013,2012-2013,Zaragoza,Celta de Vigo
26/04/2013,2012-2013,Osasuna,Rayo Vallecano
27/04/2013,2012-2013,Celta de Vigo,Levante
27/04/2013,2012-2013,Barcelona,Athletic Club
27/04/2013,2012-2013,Real Madrid,Atlético de Madrid
27/04/2013,2012-2013,Mallorca,Zaragoza
28/04/2013,2012-2013,Granada,Espanyol
28/04/2013,2012-2013,Getafe,Málaga
28/04/2013,2012-2013,Sevilla,Valladolid
28/04/2013,2012-2013,Valencia,Real Sociedad
29/04/2013,2012-2013,Deportivo de La Coruña,Betis
3/05/2013,2012-2013,Athletic Club,Celta de Vigo
4/05/2013,2012-2013,Osasuna,Valencia
4/05/2013,2012-2013,Málaga,Granada
4/05/2013,2012-2013,Valladolid,Real Madrid
4/05/2013,2012-2013,Atlético de Madrid,Deportivo de La Coruña
5/05/2013,2012-2013,Levante,Mallorca
5/05/2013,2012-2013,Rayo Vallecano,Zaragoza
5/05/2013,2012-2013,Espanyol,Sevilla
5/05/2013,2012-2013,Betis,Barcelona
6/05/2013,2012-2013,Real Sociedad,Getafe
10/05/2013,2012-2013,Zaragoza,Levante
11/05/2013,2012-2013,Mallorca,Athletic Club
11/05/2013,2012-2013,Deportivo de La Coruña,Valladolid
11/05/2013,2012-2013,Getafe,Osasuna
11/05/2013,2012-2013,Real Madrid,Espanyol
12/05/2013,2012-2013,Valencia,Rayo Vallecano
12/05/2013,2012-2013,Celta de Vigo,Betis
12/05/2013,2012-2013,Barcelona,Atlético de Madrid
12/05/2013,2012-2013,Sevilla,Málaga
13/05/2013,2012-2013,Granada,Real Sociedad
8/05/2013,2012-2013,Atlético de Madrid,Celta de Vigo
8/05/2013,2012-2013,Málaga,Real Madrid
18/05/2013,2012-2013,Valencia,Getafe
18/05/2013,2012-2013,Osasuna,Granada
18/05/2013,2012-2013,Real Sociedad,Sevilla
19/05/2013,2012-2013,Rayo Vallecano,Levante
19/05/2013,2012-2013,Espanyol,Deportivo de La Coruña
19/05/2013,2012-2013,Athletic Club,Zaragoza
19/05/2013,2012-2013,Valladolid,Barcelona
20/05/2013,2012-2013,Betis,Mallorca
26/05/2013,2012-2013,Rayo Vallecano,Getafe
26/05/2013,2012-2013,Granada,Valencia
26/05/2013,2012-2013,Sevilla,Osasuna
26/05/2013,2012-2013,Real Madrid,Real Sociedad
26/05/2013,2012-2013,Deportivo de La Coruña,Málaga
26/05/2013,2012-2013,Barcelona,Espanyol
26/05/2013,2012-2013,Celta de Vigo,Valladolid
26/05/2013,2012-2013,Mallorca,Atlético de Madrid
26/05/2013,2012-2013,Zaragoza,Betis
26/05/2013,2012-2013,Levante,Athletic Club
17/08/2013,2013-2014,Getafe,Real Sociedad
17/08/2013,2013-2014,Athletic Club,Valladolid
17/08/2013,2013-2014,Málaga,Valencia
18/08/2013,2013-2014,Levante,Barcelona
18/08/2013,2013-2014,Betis,Real Madrid
18/08/2013,2013-2014,Granada,Osasuna
18/08/2013,2013-2014,Atlético de Madrid,Sevilla
19/08/2013,2013-2014,Elche,Rayo Vallecano
19/08/2013,2013-2014,Espanyol,Celta de Vigo
19/08/2013,2013-2014,Villarreal,Almería
23/08/2013,2013-2014,Almería,Getafe
23/08/2013,2013-2014,Osasuna,Athletic Club
24/08/2013,2013-2014,Real Sociedad,Elche
24/08/2013,2013-2014,Valencia,Espanyol
24/08/2013,2013-2014,Valladolid,Villarreal
25/08/2013,2013-2014,Rayo Vallecano,Atlético de Madrid
25/08/2013,2013-2014,Sevilla,Levante
25/08/2013,2013-2014,Barcelona,Málaga
25/08/2013,2013-2014,Celta de Vigo,Betis
26/08/2013,2013-2014,Real Madrid,Granada
30/08/2013,2013-2014,Elche,Almería
30/08/2013,2013-2014,Levante,Rayo Vallecano
31/08/2013,2013-2014,Granada,Celta de Vigo
31/08/2013,2013-2014,Getafe,Valladolid
31/08/2013,2013-2014,Villarreal,Osasuna
1/09/2013,2013-2014,Athletic Club,Real Madrid
1/09/2013,2013-2014,Betis,Espanyol
1/09/2013,2013-2014,Atlético de Madrid,Real Sociedad
1/09/2013,2013-2014,Málaga,Sevilla
1/09/2013,2013-2014,Barcelona,Valencia
14/09/2013,2013-2014,Almería,Atlético de Madrid
14/09/2013,2013-2014,Real Sociedad,Levante
14/09/2013,2013-2014,Sevilla,Barcelona
14/09/2013,2013-2014,Real Madrid,Villarreal
15/09/2013,2013-2014,Espanyol,Granada
15/09/2013,2013-2014,Osasuna,Getafe
15/09/2013,2013-2014,Rayo Vallecano,Málaga
15/09/2013,2013-2014,Valencia,Betis
16/09/2013,2013-2014,Valladolid,Elche
16/09/2013,2013-2014,Celta de Vigo,Athletic Club
20/09/2013,2013-2014,Elche,Osasuna
21/09/2013,2013-2014,Málaga,Real Sociedad
21/09/2013,2013-2014,Levante,Almería
21/09/2013,2013-2014,Barcelona,Rayo Vallecano
21/09/2013,2013-2014,Atlético de Madrid,Valladolid
22/09/2013,2013-2014,Granada,Betis
22/09/2013,2013-2014,Villarreal,Celta de Vigo
22/09/2013,2013-2014,Getafe,Real Madrid
22/09/2013,2013-2014,Sevilla,Valencia
23/09/2013,2013-2014,Athletic Club,Espanyol
24/09/2013,2013-2014,Valladolid,Levante
24/09/2013,2013-2014,Real Sociedad,Barcelona
24/09/2013,2013-2014,Osasuna,Atlético de Madrid
24/09/2013,2013-2014,Almería,Málaga
25/09/2013,2013-2014,Valencia,Granada
25/09/2013,2013-2014,Rayo Vallecano,Sevilla
25/09/2013,2013-2014,Real Madrid,Elche
26/09/2013,2013-2014,Betis,Athletic Club
26/09/2013,2013-2014,Espanyol,Villarreal
26/09/2013,2013-2014,Celta de Vigo,Getafe
27/09/2013,2013-2014,Málaga,Valladolid
28/09/2013,2013-2014,Rayo Vallecano,Valencia
28/09/2013,2013-2014,Barcelona,Almería
28/09/2013,2013-2014,Sevilla,Real Sociedad
28/09/2013,2013-2014,Atlético de Madrid,Real Madrid
29/09/2013,2013-2014,Levante,Osasuna
29/09/2013,2013-2014,Elche,Celta de Vigo
29/09/2013,2013-2014,Getafe,Espanyol
29/09/2013,2013-2014,Villarreal,Betis
30/09/2013,2013-2014,Athletic Club,Granada
4/10/2013,2013-2014,Granada,Villarreal
4/10/2013,2013-2014,Osasuna,Málaga
5/10/2013,2013-2014,Espanyol,Elche
5/10/2013,2013-2014,Real Sociedad,Rayo Vallecano
5/10/2013,2013-2014,Real Madrid,Levante
5/10/2013,2013-2014,Valladolid,Barcelona
6/10/2013,2013-2014,Celta de Vigo,Atlético de Madrid
6/10/2013,2013-2014,Almería,Sevilla
6/10/2013,2013-2014,Betis,Getafe
6/10/2013,2013-2014,Valencia,Athletic Club
19/10/2013,2013-2014,Málaga,Real Madrid
19/10/2013,2013-2014,Real Sociedad,Valencia
19/10/2013,2013-2014,Barcelona,Osasuna
19/10/2013,2013-2014,Atlético de Madrid,Espanyol
20/10/2013,2013-2014,Getafe,Granada
20/10/2013,2013-2014,Rayo Vallecano,Almería
20/10/2013,2013-2014,Elche,Betis
20/10/2013,2013-2014,Sevilla,Valladolid
21/10/2013,2013-2014,Levante,Celta de Vigo
21/10/2013,2013-2014,Villarreal,Athletic Club
25/10/2013,2013-2014,Valladolid,Rayo Vallecano
26/10/2013,2013-2014,Celta de Vigo,Málaga
26/10/2013,2013-2014,Real Madrid,Barcelona
26/10/2013,2013-2014,Granada,Elche
26/10/2013,2013-2014,Espanyol,Levante
27/10/2013,2013-2014,Osasuna,Sevilla
27/10/2013,2013-2014,Valencia,Villarreal
27/10/2013,2013-2014,Almería,Real Sociedad
27/10/2013,2013-2014,Betis,Atlético de Madrid
28/10/2013,2013-2014,Athletic Club,Getafe
29/10/2013,2013-2014,Málaga,Espanyol
29/10/2013,2013-2014,Barcelona,Celta de Vigo
30/10/2013,2013-2014,Real Sociedad,Valladolid
30/10/2013,2013-2014,Almería,Valencia
30/10/2013,2013-2014,Sevilla,Real Madrid
30/10/2013,2013-2014,Rayo Vallecano,Osasuna
31/10/2013,2013-2014,Getafe,Villarreal
31/10/2013,2013-2014,Atlético de Madrid,Granada
31/10/2013,2013-2014,Elche,Athletic Club
31/10/2013,2013-2014,Levante,Betis
1/11/2013,2013-2014,Espanyol,Barcelona
2/11/2013,2013-2014,Osasuna,Real Sociedad
2/11/2013,2013-2014,Valladolid,Almería
2/11/2013,2013-2014,Real Madrid,Rayo Vallecano
2/11/2013,2013-2014,Celta de Vigo,Sevilla
3/11/2013,2013-2014,Valencia,Getafe
3/11/2013,2013-2014,Athletic Club,Atlético de Madrid
3/11/2013,2013-2014,Granada,Levante
3/11/2013,2013-2014,Betis,Málaga
4/11/2013,2013-2014,Villarreal,Elche
8/11/2013,2013-2014,Almería,Osasuna
8/11/2013,2013-2014,Málaga,Granada
9/11/2013,2013-2014,Real Sociedad,Real Madrid
9/11/2013,2013-2014,Elche,Getafe
9/11/2013,2013-2014,Levante,Athletic Club
9/11/2013,2013-2014,Rayo Vallecano,Celta de Vigo
10/11/2013,2013-2014,Sevilla,Espanyol
10/11/2013,2013-2014,Valladolid,Valencia
10/11/2013,2013-2014,Atlético de Madrid,Villarreal
10/11/2013,2013-2014,Barcelona,Betis
22/11/2013,2013-2014,Osasuna,Valladolid
23/11/2013,2013-2014,Granada,Barcelona
23/11/2013,2013-2014,Celta de Vigo,Real Sociedad
23/11/2013,2013-2014,Real Madrid,Almería
23/11/2013,2013-2014,Getafe,Atlético de Madrid
24/11/2013,2013-2014,Villarreal,Levante
24/11/2013,2013-2014,Espanyol,Rayo Vallecano
24/11/2013,2013-2014,Valencia,Elche
24/11/2013,2013-2014,Betis,Sevilla
25/11/2013,2013-2014,Athletic Club,Málaga
29/11/2013,2013-2014,Levante,Getafe
29/11/2013,2013-2014,Málaga,Villarreal
30/11/2013,2013-2014,Atlético de Madrid,Elche
30/11/2013,2013-2014,Almería,Celta de Vigo
30/11/2013,2013-2014,Valladolid,Real Madrid
30/11/2013,2013-2014,Real Sociedad,Espanyol
1/12/2013,2013-2014,Rayo Vallecano,Betis
1/12/2013,2013-2014,Sevilla,Granada
1/12/2013,2013-2014,Osasuna,Valencia
1/12/2013,2013-2014,Barcelona,Athletic Club
13/12/2013,2013-2014,Elche,Levante
14/12/2013,2013-2014,Real Madrid,Osasuna
14/12/2013,2013-2014,Granada,Rayo Vallecano
14/12/2013,2013-2014,Villarreal,Barcelona
14/12/2013,2013-2014,Getafe,Málaga
15/12/2013,2013-2014,Espanyol,Almería
15/12/2013,2013-2014,Betis,Real Sociedad
15/12/2013,2013-2014,Athletic Club,Sevilla
15/12/2013,2013-2014,Valencia,Atlético de Madrid
16/12/2013,2013-2014,Celta de Vigo,Valladolid
20/12/2013,2013-2014,Málaga,Elche
21/12/2013,2013-2014,Sevilla,Villarreal
21/12/2013,2013-2014,Almería,Betis
21/12/2013,2013-2014,Levante,Atlético de Madrid
21/12/2013,2013-2014,Real Sociedad,Granada
22/12/2013,2013-2014,Valladolid,Espanyol
22/12/2013,2013-2014,Barcelona,Getafe
22/12/2013,2013-2014,Rayo Vallecano,Athletic Club
22/12/2013,2013-2014,Osasuna,Celta de Vigo
22/12/2013,2013-2014,Real Madrid,Valencia
4/01/2014,2013-2014,Atlético de Madrid,Málaga
4/01/2014,2013-2014,Betis,Valladolid
4/01/2014,2013-2014,Levante,Valencia
4/01/2014,2013-2014,Granada,Almería
5/01/2014,2013-2014,Getafe,Sevilla
5/01/2014,2013-2014,Elche,Barcelona
5/01/2014,2013-2014,Espanyol,Osasuna
5/01/2014,2013-2014,Athletic Club,Real Sociedad
6/01/2014,2013-2014,Celta de Vigo,Real Madrid
6/01/2014,2013-2014,Villarreal,Rayo Vallecano
10/01/2014,2013-2014,Valladolid,Granada
11/01/2014,2013-2014,Almería,Athletic Club
11/01/2014,2013-2014,Valencia,Celta de Vigo
11/01/2014,2013-2014,Barcelona,Atlético de Madrid
11/01/2014,2013-2014,Sevilla,Elche
12/01/2014,2013-2014,Rayo Vallecano,Getafe
12/01/2014,2013-2014,Osasuna,Betis
12/01/2014,2013-2014,Real Madrid,Espanyol
12/01/2014,2013-2014,Málaga,Levante
13/01/2014,2013-2014,Real Sociedad,Villarreal
17/01/2014,2013-2014,Valencia,Málaga
18/01/2014,2013-2014,Real Madrid,Betis
18/01/2014,2013-2014,Rayo Vallecano,Elche
18/01/2014,2013-2014,Osasuna,Granada
18/01/2014,2013-2014,Celta de Vigo,Espanyol
19/01/2014,2013-2014,Real Sociedad,Getafe
19/01/2014,2013-2014,Almería,Villarreal
19/01/2014,2013-2014,Barcelona,Levante
19/01/2014,2013-2014,Sevilla,Atlético de Madrid
20/01/2014,2013-2014,Valladolid,Athletic Club
24/01/2014,2013-2014,Betis,Celta de Vigo
25/01/2014,2013-2014,Granada,Real Madrid
25/01/2014,2013-2014,Villarreal,Valladolid
25/01/2014,2013-2014,Espanyol,Valencia
25/01/2014,2013-2014,Levante,Sevilla
26/01/2014,2013-2014,Getafe,Almería
26/01/2014,2013-2014,Athletic Club,Osasuna
26/01/2014,2013-2014,Atlético de Madrid,Rayo Vallecano
26/01/2014,2013-2014,Málaga,Barcelona
27/01/2014,2013-2014,Elche,Real Sociedad
31/01/2014,2013-2014,Celta de Vigo,Granada
1/02/2014,2013-2014,Valencia,Barcelona
1/02/2014,2013-2014,Rayo Vallecano,Levante
1/02/2014,2013-2014,Valladolid,Getafe
1/02/2014,2013-2014,Sevilla,Málaga
2/02/2014,2013-2014,Almería,Elche
2/02/2014,2013-2014,Espanyol,Betis
2/02/2014,2013-2014,Real Sociedad,Atlético de Madrid
2/02/2014,2013-2014,Real Madrid,Athletic Club
3/02/2014,2013-2014,Osasuna,Villarreal
7/02/2014,2013-2014,Granada,Espanyol
8/02/2014,2013-2014,Betis,Valencia
8/02/2014,2013-2014,Málaga,Rayo Vallecano
8/02/2014,2013-2014,Villarreal,Real Madrid
8/02/2014,2013-2014,Atlético de Madrid,Almería
9/02/2014,2013-2014,Getafe,Osasuna
9/02/2014,2013-2014,Elche,Valladolid
9/02/2014,2013-2014,Levante,Real Sociedad
9/02/2014,2013-2014,Barcelona,Sevilla
10/02/2014,2013-2014,Athletic Club,Celta de Vigo
14/02/2014,2013-2014,Osasuna,Elche
15/02/2014,2013-2014,Valladolid,Atlético de Madrid
15/02/2014,2013-2014,Almería,Levante
15/02/2014,2013-2014,Rayo Vallecano,Barcelona
15/02/2014,2013-2014,Celta de Vigo,Villarreal
16/02/2014,2013-2014,Betis,Granada
16/02/2014,2013-2014,Real Madrid,Getafe
16/02/2014,2013-2014,Espanyol,Athletic Club
16/02/2014,2013-2014,Valencia,Sevilla
17/02/2014,2013-2014,Real Sociedad,Málaga
21/02/2014,2013-2014,Levante,Valladolid
22/02/2014,2013-2014,Elche,Real Madrid
22/02/2014,2013-2014,Getafe,Celta de Vigo
22/02/2014,2013-2014,Barcelona,Real Sociedad
22/02/2014,2013-2014,Málaga,Almería
23/02/2014,2013-2014,Sevilla,Rayo Vallecano
23/02/2014,2013-2014,Athletic Club,Betis
23/02/2014,2013-2014,Granada,Valencia
23/02/2014,2013-2014,Atlético de Madrid,Osasuna
24/02/2014,2013-2014,Villarreal,Espanyol
28/02/2014,2013-2014,Granada,Athletic Club
1/03/2014,2013-2014,Valladolid,Málaga
1/03/2014,2013-2014,Osasuna,Levante
1/03/2014,2013-2014,Espanyol,Getafe
1/03/2014,2013-2014,Celta de Vigo,Elche
2/03/2014,2013-2014,Betis,Villarreal
2/03/2014,2013-2014,Real Madrid,Atlético de Madrid
2/03/2014,2013-2014,Real Sociedad,Sevilla
2/03/2014,2013-2014,Almería,Barcelona
2/03/2014,2013-2014,Valencia,Rayo Vallecano
8/03/2014,2013-2014,Barcelona,Valladolid
8/03/2014,2013-2014,Getafe,Betis
8/03/2014,2013-2014,Atlético de Madrid,Celta de Vigo
8/03/2014,2013-2014,Villarreal,Granada
9/03/2014,2013-2014,Elche,Espanyol
9/03/2014,2013-2014,Sevilla,Almería
9/03/2014,2013-2014,Levante,Real Madrid
9/03/2014,2013-2014,Athletic Club,Valencia
10/03/2014,2013-2014,Málaga,Osasuna
10/03/2014,2013-2014,Rayo Vallecano,Real Sociedad
14/03/2014,2013-2014,Granada,Getafe
15/03/2014,2013-2014,Celta de Vigo,Levante
15/03/2014,2013-2014,Almería,Rayo Vallecano
15/03/2014,2013-2014,Real Madrid,Málaga
15/03/2014,2013-2014,Espanyol,Atlético de Madrid
16/03/2014,2013-2014,Betis,Elche
16/03/2014,2013-2014,Osasuna,Barcelona
16/03/2014,2013-2014,Valladolid,Sevilla
16/03/2014,2013-2014,Valencia,Real Sociedad
17/03/2014,2013-2014,Athletic Club,Villarreal
21/03/2014,2013-2014,Málaga,Celta de Vigo
22/03/2014,2013-2014,Elche,Granada
22/03/2014,2013-2014,Levante,Espanyol
22/03/2014,2013-2014,Rayo Vallecano,Valladolid
22/03/2014,2013-2014,Getafe,Athletic Club
23/03/2014,2013-2014,Sevilla,Osasuna
23/03/2014,2013-2014,Atlético de Madrid,Betis
23/03/2014,2013-2014,Villarreal,Valencia
23/03/2014,2013-2014,Barcelona,Real Madrid
24/03/2014,2013-2014,Real Sociedad,Almería
25/03/2014,2013-2014,Espanyol,Málaga
25/03/2014,2013-2014,Athletic Club,Elche
26/03/2014,2013-2014,Celta de Vigo,Barcelona
26/03/2014,2013-2014,Osasuna,Rayo Vallecano
26/03/2014,2013-2014,Granada,Atlético de Madrid
26/03/2014,2013-2014,Real Madrid,Sevilla
27/03/2014,2013-2014,Villarreal,Getafe
27/03/2014,2013-2014,Valladolid,Real Sociedad
27/03/2014,2013-2014,Betis,Levante
27/03/2014,2013-2014,Valencia,Almería
29/03/2014,2013-2014,Barcelona,Espanyol
29/03/2014,2013-2014,Sevilla,Celta de Vigo
29/03/2014,2013-2014,Atlético de Madrid,Athletic Club
29/03/2014,2013-2014,Rayo Vallecano,Real Madrid
30/03/2014,2013-2014,Almería,Valladolid
30/03/2014,2013-2014,Real Sociedad,Osasuna
30/03/2014,2013-2014,Elche,Villarreal
30/03/2014,2013-2014,Getafe,Valencia
31/03/2014,2013-2014,Levante,Granada
31/03/2014,2013-2014,Málaga,Betis
4/04/2014,2013-2014,Osasuna,Almería
5/04/2014,2013-2014,Villarreal,Atlético de Madrid
5/04/2014,2013-2014,Betis,Barcelona
5/04/2014,2013-2014,Real Madrid,Real Sociedad
5/04/2014,2013-2014,Celta de Vigo,Rayo Vallecano
6/04/2014,2013-2014,Granada,Málaga
6/04/2014,2013-2014,Getafe,Elche
6/04/2014,2013-2014,Espanyol,Sevilla
6/04/2014,2013-2014,Valencia,Valladolid
7/04/2014,2013-2014,Athletic Club,Levante
11/04/2014,2013-2014,Valladolid,Osasuna
12/04/2014,2013-2014,Real Sociedad,Celta de Vigo
12/04/2014,2013-2014,Levante,Villarreal
12/04/2014,2013-2014,Barcelona,Granada
12/04/2014,2013-2014,Almería,Real Madrid
13/04/2014,2013-2014,Sevilla,Betis
13/04/2014,2013-2014,Elche,Valencia
13/04/2014,2013-2014,Atlético de Madrid,Getafe
13/04/2014,2013-2014,Rayo Vallecano,Espanyol
14/04/2014,2013-2014,Málaga,Athletic Club
18/04/2014,2013-2014,Elche,Atlético de Madrid
19/04/2014,2013-2014,Valencia,Osasuna
19/04/2014,2013-2014,Getafe,Levante
19/04/2014,2013-2014,Espanyol,Real Sociedad
20/04/2014,2013-2014,Celta de Vigo,Almería
20/04/2014,2013-2014,Betis,Rayo Vallecano
20/04/2014,2013-2014,Granada,Sevilla
20/04/2014,2013-2014,Athletic Club,Barcelona
21/04/2014,2013-2014,Villarreal,Málaga
7/05/2014,2013-2014,Real Madrid,Valladolid
25/04/2014,2013-2014,Levante,Elche
26/04/2014,2013-2014,Rayo Vallecano,Granada
26/04/2014,2013-2014,Málaga,Getafe
26/04/2014,2013-2014,Osasuna,Real Madrid
26/04/2014,2013-2014,Real Sociedad,Betis
27/04/2014,2013-2014,Almería,Espanyol
27/04/2014,2013-2014,Atlético de Madrid,Valencia
27/04/2014,2013-2014,Sevilla,Athletic Club
27/04/2014,2013-2014,Barcelona,Villarreal
28/04/2014,2013-2014,Valladolid,Celta de Vigo
2/05/2014,2013-2014,Athletic Club,Rayo Vallecano
3/05/2014,2013-2014,Getafe,Barcelona
3/05/2014,2013-2014,Elche,Málaga
3/05/2014,2013-2014,Celta de Vigo,Osasuna
3/05/2014,2013-2014,Espanyol,Valladolid
4/05/2014,2013-2014,Betis,Almería
4/05/2014,2013-2014,Atlético de Madrid,Levante
4/05/2014,2013-2014,Villarreal,Sevilla
4/05/2014,2013-2014,Valencia,Real Madrid
5/05/2014,2013-2014,Granada,Real Sociedad
10/05/2014,2013-2014,Rayo Vallecano,Villarreal
10/05/2014,2013-2014,Valencia,Levante
11/05/2014,2013-2014,Real Sociedad,Athletic Club
11/05/2014,2013-2014,Málaga,Atlético de Madrid
11/05/2014,2013-2014,Barcelona,Elche
11/05/2014,2013-2014,Sevilla,Getafe
11/05/2014,2013-2014,Almería,Granada
11/05/2014,2013-2014,Valladolid,Betis
11/05/2014,2013-2014,Osasuna,Espanyol
11/05/2014,2013-2014,Real Madrid,Celta de Vigo
23/08/2014,2014-2015,Athletic Club,Málaga
23/08/2014,2014-2015,Valencia,Sevilla
23/08/2014,2014-2015,Deportivo de La Coruña,Granada
23/08/2014,2014-2015,Espanyol,Almería
24/08/2014,2014-2015,Real Sociedad,Eibar
24/08/2014,2014-2015,Getafe,Celta de Vigo
24/08/2014,2014-2015,Elche,Barcelona
24/08/2014,2014-2015,Villarreal,Levante
25/08/2014,2014-2015,Córdoba,Real Madrid
25/08/2014,2014-2015,Atlético de Madrid,Rayo Vallecano
29/08/2014,2014-2015,Almería,Getafe
29/08/2014,2014-2015,Málaga,Valencia
30/08/2014,2014-2015,Celta de Vigo,Córdoba
30/08/2014,2014-2015,Levante,Athletic Club
30/08/2014,2014-2015,Eibar,Atlético de Madrid
30/08/2014,2014-2015,Sevilla,Espanyol
31/08/2014,2014-2015,Barcelona,Villarreal
31/08/2014,2014-2015,Real Madrid,Real Sociedad
31/08/2014,2014-2015,Rayo Vallecano,Deportivo de La Coruña
31/08/2014,2014-2015,Granada,Elche
12/09/2014,2014-2015,Córdoba,Almería
13/09/2014,2014-2015,Athletic Club,Barcelona
13/09/2014,2014-2015,Real Sociedad,Celta de Vigo
13/09/2014,2014-2015,Levante,Málaga
13/09/2014,2014-2015,Atlético de Madrid,Real Madrid
14/09/2014,2014-2015,Elche,Rayo Vallecano
14/09/2014,2014-2015,Espanyol,Valencia
14/09/2014,2014-2015,Getafe,Sevilla
14/09/2014,2014-2015,Villarreal,Granada
15/09/2014,2014-2015,Deportivo de La Coruña,Eibar
19/09/2014,2014-2015,Eibar,Elche
20/09/2014,2014-2015,Real Madrid,Deportivo de La Coruña
20/09/2014,2014-2015,Granada,Athletic Club
20/09/2014,2014-2015,Celta de Vigo,Atlético de Madrid
20/09/2014,2014-2015,Málaga,Espanyol
21/09/2014,2014-2015,Almería,Real Sociedad
21/09/2014,2014-2015,Rayo Vallecano,Villarreal
21/09/2014,2014-2015,Sevilla,Córdoba
21/09/2014,2014-2015,Barcelona,Levante
22/09/2014,2014-2015,Valencia,Getafe
23/09/2014,2014-2015,Elche,Real Madrid
23/09/2014,2014-2015,Deportivo de La Coruña,Celta de Vigo
24/09/2014,2014-2015,Atlético de Madrid,Almería
24/09/2014,2014-2015,Villarreal,Eibar
24/09/2014,2014-2015,Athletic Club,Rayo Vallecano
24/09/2014,2014-2015,Real Sociedad,Sevilla
24/09/2014,2014-2015,Levante,Granada
24/09/2014,2014-2015,Barcelona,Málaga
25/09/2014,2014-2015,Getafe,Espanyol
25/09/2014,2014-2015,Córdoba,Valencia
26/09/2014,2014-2015,Celta de Vigo,Elche
27/09/2014,2014-2015,Real Madrid,Villarreal
27/09/2014,2014-2015,Granada,Barcelona
27/09/2014,2014-2015,Sevilla,Atlético de Madrid
27/09/2014,2014-2015,Eibar,Athletic Club
27/09/2014,2014-2015,Rayo Vallecano,Levante
28/09/2014,2014-2015,Málaga,Getafe
28/09/2014,2014-2015,Almería,Deportivo de La Coruña
28/09/2014,2014-2015,Valencia,Real Sociedad
28/09/2014,2014-2015,Espanyol,Córdoba
3/10/2014,2014-2015,Córdoba,Getafe
4/10/2014,2014-2015,Atlético de Madrid,Valencia
4/10/2014,2014-2015,Barcelona,Rayo Vallecano
4/10/2014,2014-2015,Levante,Eibar
4/10/2014,2014-2015,Elche,Almería
4/10/2014,2014-2015,Granada,Málaga
5/10/2014,2014-2015,Deportivo de La Coruña,Sevilla
5/10/2014,2014-2015,Villarreal,Celta de Vigo
5/10/2014,2014-2015,Real Sociedad,Espanyol
5/10/2014,2014-2015,Athletic Club,Real Madrid
17/10/2014,2014-2015,Rayo Vallecano,Granada
18/10/2014,2014-2015,Real Madrid,Levante
18/10/2014,2014-2015,Celta de Vigo,Athletic Club
18/10/2014,2014-2015,Eibar,Barcelona
18/10/2014,2014-2015,Málaga,Córdoba
19/10/2014,2014-2015,Espanyol,Atlético de Madrid
19/10/2014,2014-2015,Valencia,Deportivo de La Coruña
19/10/2014,2014-2015,Sevilla,Elche
19/10/2014,2014-2015,Almería,Villarreal
20/10/2014,2014-2015,Getafe,Real Sociedad
24/10/2014,2014-2015,Levante,Celta de Vigo
25/10/2014,2014-2015,Athletic Club,Almería
25/10/2014,2014-2015,Barcelona,Real Madrid
25/10/2014,2014-2015,Elche,Valencia
25/10/2014,2014-2015,Real Sociedad,Córdoba
25/10/2014,2014-2015,Granada,Eibar
26/10/2014,2014-2015,Rayo Vallecano,Málaga
26/10/2014,2014-2015,Deportivo de La Coruña,Espanyol
26/10/2014,2014-2015,Villarreal,Sevilla
26/10/2014,2014-2015,Atlético de Madrid,Getafe
31/10/2014,2014-2015,Getafe,Deportivo de La Coruña
1/11/2014,2014-2015,Real Madrid,Granada
1/11/2014,2014-2015,Córdoba,Atlético de Madrid
1/11/2014,2014-2015,Celta de Vigo,Barcelona
1/11/2014,2014-2015,Málaga,Real Sociedad
2/11/2014,2014-2015,Sevilla,Athletic Club
2/11/2014,2014-2015,Valencia,Villarreal
2/11/2014,2014-2015,Almería,Levante
