Fecha,Temporada,Equipo1,Equipo2
30/10/1999,1999-2000,Deportivo de La Coruña,Barcelona
30/10/1999,1999-2000,Málaga,Valencia
30/10/1999,1999-2000,Real Madrid,Atlético de Madrid
31/10/1999,1999-2000,Athletic Club,Oviedo
31/10/1999,1999-2000,Betis,Real Sociedad
31/10/1999,1999-2000,Alavés,Celta de Vigo
31/10/1999,1999-2000,Espanyol,Zaragoza
31/10/1999,1999-2000,Numancia,Sevilla
31/10/1999,1999-2000,Racing de Santander,Mallorca
31/10/1999,1999-2000,Valladolid,Rayo Vallecano
6/11/1999,1999-2000,Rayo Vallecano,Real Madrid
7/11/1999,1999-2000,Atlético de Madrid,Numancia
7/11/1999,1999-2000,Barcelona,Málaga
7/11/1999,1999-2000,Celta de Vigo,Betis
7/11/1999,1999-2000,Mallorca,Valencia
7/11/1999,1999-2000,Racing de Santander,Espanyol
7/11/1999,1999-2000,Real Sociedad,Valladolid
7/11/1999,1999-2000,Oviedo,Deportivo de La Coruña
7/11/1999,1999-2000,Sevilla,Athletic Club
7/11/1999,1999-2000,Zaragoza,Alavés
20/11/1999,1999-2000,Athletic Club,Atlético de Madrid
20/11/1999,1999-2000,Valencia,Barcelona
21/11/1999,1999-2000,Betis,Zaragoza
21/11/1999,1999-2000,Deportivo de La Coruña,Sevilla
21/11/1999,1999-2000,Espanyol,Mallorca
21/11/1999,1999-2000,Málaga,Oviedo
21/11/1999,1999-2000,Numancia,Rayo Vallecano
21/11/1999,1999-2000,Real Madrid,Real Sociedad
21/11/1999,1999-2000,Valladolid,Celta de Vigo
8/12/1999,1999-2000,Alavés,Racing de Santander
27/11/1999,1999-2000,Sevilla,Málaga
28/11/1999,1999-2000,Atlético de Madrid,Deportivo de La Coruña
28/11/1999,1999-2000,Celta de Vigo,Real Madrid
28/11/1999,1999-2000,Espanyol,Alavés
28/11/1999,1999-2000,Mallorca,Barcelona
28/11/1999,1999-2000,Racing de Santander,Betis
28/11/1999,1999-2000,Real Sociedad,Numancia
28/11/1999,1999-2000,Rayo Vallecano,Athletic Club
28/11/1999,1999-2000,Oviedo,Valencia
28/11/1999,1999-2000,Zaragoza,Valladolid
4/12/1999,1999-2000,Athletic Club,Real Sociedad
4/12/1999,1999-2000,Barcelona,Oviedo
4/12/1999,1999-2000,Real Madrid,Zaragoza
4/12/1999,1999-2000,Valencia,Sevilla
5/12/1999,1999-2000,Betis,Espanyol
5/12/1999,1999-2000,Alavés,Mallorca
5/12/1999,1999-2000,Deportivo de La Coruña,Rayo Vallecano
5/12/1999,1999-2000,Málaga,Atlético de Madrid
5/12/1999,1999-2000,Numancia,Celta de Vigo
5/12/1999,1999-2000,Valladolid,Racing de Santander
11/12/1999,1999-2000,Sevilla,Barcelona
12/12/1999,1999-2000,Atlético de Madrid,Valencia
12/12/1999,1999-2000,Celta de Vigo,Athletic Club
12/12/1999,1999-2000,Alavés,Betis
12/12/1999,1999-2000,Espanyol,Valladolid
12/12/1999,1999-2000,Mallorca,Oviedo
12/12/1999,1999-2000,Racing de Santander,Real Madrid
12/12/1999,1999-2000,Real Sociedad,Deportivo de La Coruña
12/12/1999,1999-2000,Rayo Vallecano,Málaga
12/12/1999,1999-2000,Zaragoza,Numancia
18/12/1999,1999-2000,Deportivo de La Coruña,Celta de Vigo
18/12/1999,1999-2000,Real Madrid,Espanyol
18/12/1999,1999-2000,Valladolid,Alavés
19/12/1999,1999-2000,Athletic Club,Zaragoza
19/12/1999,1999-2000,Barcelona,Atlético de Madrid
19/12/1999,1999-2000,Betis,Mallorca
19/12/1999,1999-2000,Málaga,Real Sociedad
19/12/1999,1999-2000,Numancia,Racing de Santander
19/12/1999,1999-2000,Oviedo,Sevilla
19/12/1999,1999-2000,Valencia,Rayo Vallecano
21/12/1999,1999-2000,Alavés,Real Madrid
22/12/1999,1999-2000,Atlético de Madrid,Oviedo
22/12/1999,1999-2000,Betis,Valladolid
22/12/1999,1999-2000,Celta de Vigo,Málaga
22/12/1999,1999-2000,Espanyol,Numancia
22/12/1999,1999-2000,Mallorca,Sevilla
22/12/1999,1999-2000,Racing de Santander,Athletic Club
22/12/1999,1999-2000,Real Sociedad,Valencia
22/12/1999,1999-2000,Rayo Vallecano,Barcelona
22/12/1999,1999-2000,Zaragoza,Deportivo de La Coruña
4/01/2000,1999-2000,Valencia,Celta de Vigo
5/01/2000,1999-2000,Athletic Club,Espanyol
5/01/2000,1999-2000,Barcelona,Real Sociedad
5/01/2000,1999-2000,Deportivo de La Coruña,Racing de Santander
5/01/2000,1999-2000,Málaga,Zaragoza
5/01/2000,1999-2000,Mallorca,Valladolid
5/01/2000,1999-2000,Numancia,Alavés
5/01/2000,1999-2000,Oviedo,Rayo Vallecano
5/01/2000,1999-2000,Sevilla,Atlético de Madrid
26/01/2000,1999-2000,Real Madrid,Betis
8/01/2000,1999-2000,Espanyol,Deportivo de La Coruña
9/01/2000,1999-2000,Atlético de Madrid,Mallorca
9/01/2000,1999-2000,Betis,Numancia
9/01/2000,1999-2000,Celta de Vigo,Barcelona
9/01/2000,1999-2000,Alavés,Athletic Club
9/01/2000,1999-2000,Racing de Santander,Málaga
9/01/2000,1999-2000,Real Sociedad,Oviedo
9/01/2000,1999-2000,Rayo Vallecano,Sevilla
9/01/2000,1999-2000,Zaragoza,Valencia
15/02/2000,1999-2000,Valladolid,Real Madrid
15/01/2000,1999-2000,Rayo Vallecano,Atlético de Madrid
16/01/2000,1999-2000,Betis,Athletic Club
16/01/2000,1999-2000,Celta de Vigo,Oviedo
16/01/2000,1999-2000,Alavés,Deportivo de La Coruña
16/01/2000,1999-2000,Espanyol,Málaga
16/01/2000,1999-2000,Racing de Santander,Valencia
16/01/2000,1999-2000,Real Sociedad,Sevilla
16/01/2000,1999-2000,Valladolid,Numancia
16/01/2000,1999-2000,Zaragoza,Barcelona
17/01/2000,1999-2000,Real Madrid,Mallorca
22/01/2000,1999-2000,Deportivo de La Coruña,Betis
23/01/2000,1999-2000,Athletic Club,Valladolid
23/01/2000,1999-2000,Atlético de Madrid,Real Sociedad
23/01/2000,1999-2000,Barcelona,Racing de Santander
23/01/2000,1999-2000,Málaga,Alavés
23/01/2000,1999-2000,Mallorca,Rayo Vallecano
23/01/2000,1999-2000,Numancia,Real Madrid
23/01/2000,1999-2000,Oviedo,Zaragoza
23/01/2000,1999-2000,Sevilla,Celta de Vigo
23/01/2000,1999-2000,Valencia,Espanyol
29/01/2000,1999-2000,Celta de Vigo,Atlético de Madrid
29/01/2000,1999-2000,Espanyol,Barcelona
30/01/2000,1999-2000,Betis,Málaga
30/01/2000,1999-2000,Alavés,Valencia
30/01/2000,1999-2000,Numancia,Mallorca
30/01/2000,1999-2000,Racing de Santander,Oviedo
30/01/2000,1999-2000,Real Sociedad,Rayo Vallecano
30/01/2000,1999-2000,Real Madrid,Athletic Club
30/01/2000,1999-2000,Valladolid,Deportivo de La Coruña
30/01/2000,1999-2000,Zaragoza,Sevilla
5/02/2000,1999-2000,Valencia,Betis
6/02/2000,1999-2000,Athletic Club,Numancia
6/02/2000,1999-2000,Atlético de Madrid,Zaragoza
6/02/2000,1999-2000,Barcelona,Alavés
6/02/2000,1999-2000,Deportivo de La Coruña,Real Madrid
6/02/2000,1999-2000,Málaga,Valladolid
6/02/2000,1999-2000,Mallorca,Real Sociedad
6/02/2000,1999-2000,Rayo Vallecano,Celta de Vigo
6/02/2000,1999-2000,Oviedo,Espanyol
6/02/2000,1999-2000,Sevilla,Racing de Santander
12/02/2000,1999-2000,Athletic Club,Mallorca
12/02/2000,1999-2000,Real Madrid,Málaga
12/02/2000,1999-2000,Valladolid,Valencia
13/02/2000,1999-2000,Betis,Barcelona
13/02/2000,1999-2000,Celta de Vigo,Real Sociedad
13/02/2000,1999-2000,Alavés,Oviedo
13/02/2000,1999-2000,Espanyol,Sevilla
13/02/2000,1999-2000,Numancia,Deportivo de La Coruña
13/02/2000,1999-2000,Racing de Santander,Atlético de Madrid
13/02/2000,1999-2000,Zaragoza,Rayo Vallecano
19/02/2000,1999-2000,Deportivo de La Coruña,Athletic Club
20/02/2000,1999-2000,Atlético de Madrid,Espanyol
20/02/2000,1999-2000,Barcelona,Valladolid
20/02/2000,1999-2000,Málaga,Numancia
20/02/2000,1999-2000,Mallorca,Celta de Vigo
20/02/2000,1999-2000,Real Sociedad,Zaragoza
20/02/2000,1999-2000,Rayo Vallecano,Racing de Santander
20/02/2000,1999-2000,Oviedo,Betis
20/02/2000,1999-2000,Sevilla,Alavés
20/02/2000,1999-2000,Valencia,Real Madrid
26/02/2000,1999-2000,Numancia,Valencia
26/02/2000,1999-2000,Real Madrid,Barcelona
27/02/2000,1999-2000,Athletic Club,Málaga
27/02/2000,1999-2000,Betis,Sevilla
27/02/2000,1999-2000,Alavés,Atlético de Madrid
27/02/2000,1999-2000,Deportivo de La Coruña,Mallorca
27/02/2000,1999-2000,Espanyol,Rayo Vallecano
27/02/2000,1999-2000,Racing de Santander,Real Sociedad
27/02/2000,1999-2000,Valladolid,Oviedo
27/02/2000,1999-2000,Zaragoza,Celta de Vigo
4/03/2000,1999-2000,Barcelona,Numancia
4/03/2000,1999-2000,Oviedo,Real Madrid
4/03/2000,1999-2000,Valencia,Athletic Club
5/03/2000,1999-2000,Atlético de Madrid,Betis
5/03/2000,1999-2000,Celta de Vigo,Racing de Santander
5/03/2000,1999-2000,Málaga,Deportivo de La Coruña
5/03/2000,1999-2000,Mallorca,Zaragoza
5/03/2000,1999-2000,Real Sociedad,Espanyol
5/03/2000,1999-2000,Rayo Vallecano,Alavés
5/03/2000,1999-2000,Sevilla,Valladolid
11/03/2000,1999-2000,Athletic Club,Barcelona
11/03/2000,1999-2000,Betis,Rayo Vallecano
11/03/2000,1999-2000,Real Madrid,Sevilla
12/03/2000,1999-2000,Alavés,Real Sociedad
12/03/2000,1999-2000,Deportivo de La Coruña,Valencia
12/03/2000,1999-2000,Espanyol,Celta de Vigo
12/03/2000,1999-2000,Málaga,Mallorca
12/03/2000,1999-2000,Numancia,Oviedo
12/03/2000,1999-2000,Racing de Santander,Zaragoza
12/03/2000,1999-2000,Valladolid,Atlético de Madrid
18/03/2000,1999-2000,Atlético de Madrid,Real Madrid
18/03/2000,1999-2000,Barcelona,Deportivo de La Coruña
18/03/2000,1999-2000,Valencia,Málaga
19/03/2000,1999-2000,Celta de Vigo,Alavés
19/03/2000,1999-2000,Mallorca,Racing de Santander
19/03/2000,1999-2000,Real Sociedad,Betis
19/03/2000,1999-2000,Rayo Vallecano,Valladolid
19/03/2000,1999-2000,Oviedo,Athletic Club
19/03/2000,1999-2000,Sevilla,Numancia
19/03/2000,1999-2000,Zaragoza,Espanyol
25/03/2000,1999-2000,Athletic Club,Sevilla
25/03/2000,1999-2000,Alavés,Zaragoza
25/03/2000,1999-2000,Espanyol,Racing de Santander
25/03/2000,1999-2000,Málaga,Barcelona
25/03/2000,1999-2000,Numancia,Atlético de Madrid
25/03/2000,1999-2000,Real Madrid,Rayo Vallecano
25/03/2000,1999-2000,Valencia,Mallorca
25/03/2000,1999-2000,Valladolid,Real Sociedad
26/03/2000,1999-2000,Betis,Celta de Vigo
26/03/2000,1999-2000,Deportivo de La Coruña,Oviedo
1/04/2000,1999-2000,Real Sociedad,Real Madrid
2/04/2000,1999-2000,Atlético de Madrid,Athletic Club
2/04/2000,1999-2000,Barcelona,Valencia
2/04/2000,1999-2000,Celta de Vigo,Valladolid
2/04/2000,1999-2000,Mallorca,Espanyol
2/04/2000,1999-2000,Racing de Santander,Alavés
2/04/2000,1999-2000,Rayo Vallecano,Numancia
2/04/2000,1999-2000,Oviedo,Málaga
2/04/2000,1999-2000,Sevilla,Deportivo de La Coruña
2/04/2000,1999-2000,Zaragoza,Betis
8/04/2000,1999-2000,Deportivo de La Coruña,Atlético de Madrid
9/04/2000,1999-2000,Athletic Club,Rayo Vallecano
9/04/2000,1999-2000,Barcelona,Mallorca
9/04/2000,1999-2000,Betis,Racing de Santander
9/04/2000,1999-2000,Alavés,Espanyol
9/04/2000,1999-2000,Málaga,Sevilla
9/04/2000,1999-2000,Numancia,Real Sociedad
9/04/2000,1999-2000,Real Madrid,Celta de Vigo
9/04/2000,1999-2000,Valencia,Oviedo
9/04/2000,1999-2000,Valladolid,Zaragoza
15/04/2000,1999-2000,Oviedo,Barcelona
15/04/2000,1999-2000,Sevilla,Valencia
15/04/2000,1999-2000,Zaragoza,Real Madrid
16/04/2000,1999-2000,Atlético de Madrid,Málaga
16/04/2000,1999-2000,Celta de Vigo,Numancia
16/04/2000,1999-2000,Espanyol,Betis
16/04/2000,1999-2000,Mallorca,Alavés
16/04/2000,1999-2000,Racing de Santander,Valladolid
16/04/2000,1999-2000,Real Sociedad,Athletic Club
16/04/2000,1999-2000,Rayo Vallecano,Deportivo de La Coruña
22/04/2000,1999-2000,Athletic Club,Celta de Vigo
22/04/2000,1999-2000,Barcelona,Sevilla
22/04/2000,1999-2000,Málaga,Rayo Vallecano
22/04/2000,1999-2000,Numancia,Zaragoza
22/04/2000,1999-2000,Real Madrid,Racing de Santander
22/04/2000,1999-2000,Valencia,Atlético de Madrid
22/04/2000,1999-2000,Valladolid,Espanyol
23/04/2000,1999-2000,Betis,Alavés
23/04/2000,1999-2000,Deportivo de La Coruña,Real Sociedad
23/04/2000,1999-2000,Oviedo,Mallorca
29/04/2000,1999-2000,Atlético de Madrid,Barcelona
29/04/2000,1999-2000,Espanyol,Real Madrid
29/04/2000,1999-2000,Rayo Vallecano,Valencia
30/04/2000,1999-2000,Celta de Vigo,Deportivo de La Coruña
30/04/2000,1999-2000,Alavés,Valladolid
30/04/2000,1999-2000,Mallorca,Betis
30/04/2000,1999-2000,Racing de Santander,Numancia
30/04/2000,1999-2000,Real Sociedad,Málaga
30/04/2000,1999-2000,Sevilla,Oviedo
30/04/2000,1999-2000,Zaragoza,Athletic Club
6/05/2000,1999-2000,Barcelona,Rayo Vallecano
6/05/2000,1999-2000,Numancia,Espanyol
6/05/2000,1999-2000,Real Madrid,Alavés
6/05/2000,1999-2000,Valencia,Real Sociedad
7/05/2000,1999-2000,Athletic Club,Racing de Santander
7/05/2000,1999-2000,Deportivo de La Coruña,Zaragoza
7/05/2000,1999-2000,Málaga,Celta de Vigo
7/05/2000,1999-2000,Oviedo,Atlético de Madrid
7/05/2000,1999-2000,Sevilla,Mallorca
7/05/2000,1999-2000,Valladolid,Betis
13/05/2000,1999-2000,Atlético de Madrid,Sevilla
14/05/2000,1999-2000,Betis,Real Madrid
14/05/2000,1999-2000,Celta de Vigo,Valencia
14/05/2000,1999-2000,Alavés,Numancia
14/05/2000,1999-2000,Espanyol,Athletic Club
14/05/2000,1999-2000,Racing de Santander,Deportivo de La Coruña
14/05/2000,1999-2000,Real Sociedad,Barcelona
14/05/2000,1999-2000,Rayo Vallecano,Oviedo
14/05/2000,1999-2000,Valladolid,Mallorca
14/05/2000,1999-2000,Zaragoza,Málaga
9/09/2000,2000-2001,Barcelona,Málaga
9/09/2000,2000-2001,Deportivo de La Coruña,Athletic Club
9/09/2000,2000-2001,Real Sociedad,Racing de Santander
9/09/2000,2000-2001,Real Madrid,Valencia
9/09/2000,2000-2001,Zaragoza,Espanyol
10/09/2000,2000-2001,Las Palmas,Alavés
10/09/2000,2000-2001,Mallorca,Valladolid
10/09/2000,2000-2001,Numancia,Oviedo
10/09/2000,2000-2001,Osasuna,Celta de Vigo
10/09/2000,2000-2001,Villarreal,Rayo Vallecano
16/09/2000,2000-2001,Athletic Club,Barcelona
16/09/2000,2000-2001,Málaga,Real Madrid
16/09/2000,2000-2001,Racing de Santander,Deportivo de La Coruña
16/09/2000,2000-2001,Valencia,Mallorca
16/09/2000,2000-2001,Valladolid,Numancia
17/09/2000,2000-2001,Celta de Vigo,Real Sociedad
17/09/2000,2000-2001,Alavés,Villarreal
17/09/2000,2000-2001,Espanyol,Osasuna
17/09/2000,2000-2001,Rayo Vallecano,Zaragoza
17/09/2000,2000-2001,Oviedo,Las Palmas
23/09/2000,2000-2001,Barcelona,Racing de Santander
23/09/2000,2000-2001,Las Palmas,Valladolid
23/09/2000,2000-2001,Real Sociedad,Deportivo de La Coruña
23/09/2000,2000-2001,Real Madrid,Athletic Club
23/09/2000,2000-2001,Zaragoza,Alavés
24/09/2000,2000-2001,Celta de Vigo,Espanyol
24/09/2000,2000-2001,Mallorca,Málaga
24/09/2000,2000-2001,Numancia,Valencia
24/09/2000,2000-2001,Osasuna,Rayo Vallecano
24/09/2000,2000-2001,Villarreal,Oviedo
30/09/2000,2000-2001,Racing de Santander,Real Madrid
1/10/2000,2000-2001,Athletic Club,Mallorca
1/10/2000,2000-2001,Alavés,Osasuna
1/10/2000,2000-2001,Deportivo de La Coruña,Barcelona
1/10/2000,2000-2001,Málaga,Numancia
1/10/2000,2000-2001,Rayo Vallecano,Celta de Vigo
1/10/2000,2000-2001,Oviedo,Zaragoza
1/10/2000,2000-2001,Valencia,Las Palmas
1/10/2000,2000-2001,Valladolid,Villarreal
1/10/2000,2000-2001,Espanyol,Real Sociedad
14/10/2000,2000-2001,Espanyol,Rayo Vallecano
14/10/2000,2000-2001,Las Palmas,Málaga
14/10/2000,2000-2001,Real Sociedad,Barcelona
14/10/2000,2000-2001,Real Madrid,Deportivo de La Coruña
14/10/2000,2000-2001,Villarreal,Valencia
15/10/2000,2000-2001,Celta de Vigo,Alavés
15/10/2000,2000-2001,Mallorca,Racing de Santander
15/10/2000,2000-2001,Numancia,Athletic Club
15/10/2000,2000-2001,Osasuna,Oviedo
15/10/2000,2000-2001,Zaragoza,Valladolid
21/10/2000,2000-2001,Barcelona,Real Madrid
21/10/2000,2000-2001,Deportivo de La Coruña,Mallorca
21/10/2000,2000-2001,Valencia,Zaragoza
22/10/2000,2000-2001,Athletic Club,Las Palmas
22/10/2000,2000-2001,Alavés,Espanyol
22/10/2000,2000-2001,Málaga,Villarreal
22/10/2000,2000-2001,Racing de Santander,Numancia
22/10/2000,2000-2001,Rayo Vallecano,Real Sociedad
22/10/2000,2000-2001,Oviedo,Celta de Vigo
22/10/2000,2000-2001,Valladolid,Osasuna
28/10/2000,2000-2001,Las Palmas,Racing de Santander
28/10/2000,2000-2001,Mallorca,Barcelona
28/10/2000,2000-2001,Numancia,Deportivo de La Coruña
28/10/2000,2000-2001,Villarreal,Athletic Club
28/10/2000,2000-2001,Zaragoza,Málaga
29/10/2000,2000-2001,Celta de Vigo,Valladolid
29/10/2000,2000-2001,Espanyol,Oviedo
29/10/2000,2000-2001,Osasuna,Valencia
29/10/2000,2000-2001,Real Sociedad,Real Madrid
29/10/2000,2000-2001,Rayo Vallecano,Alavés
31/10/2000,2000-2001,Deportivo de La Coruña,Las Palmas
1/11/2000,2000-2001,Athletic Club,Zaragoza
1/11/2000,2000-2001,Barcelona,Numancia
1/11/2000,2000-2001,Alavés,Real Sociedad
1/11/2000,2000-2001,Málaga,Osasuna
1/11/2000,2000-2001,Racing de Santander,Villarreal
1/11/2000,2000-2001,Real Madrid,Mallorca
1/11/2000,2000-2001,Oviedo,Rayo Vallecano
1/11/2000,2000-2001,Valencia,Celta de Vigo
1/11/2000,2000-2001,Valladolid,Espanyol
4/11/2000,2000-2001,Celta de Vigo,Málaga
4/11/2000,2000-2001,Espanyol,Valencia
4/11/2000,2000-2001,Las Palmas,Barcelona
4/11/2000,2000-2001,Numancia,Real Madrid
4/11/2000,2000-2001,Villarreal,Deportivo de La Coruña
5/11/2000,2000-2001,Alavés,Oviedo
5/11/2000,2000-2001,Osasuna,Athletic Club
5/11/2000,2000-2001,Real Sociedad,Mallorca
5/11/2000,2000-2001,Rayo Vallecano,Valladolid
5/11/2000,2000-2001,Zaragoza,Racing de Santander
11/11/2000,2000-2001,Deportivo de La Coruña,Zaragoza
12/11/2000,2000-2001,Athletic Club,Celta de Vigo
12/11/2000,2000-2001,Barcelona,Villarreal
12/11/2000,2000-2001,Málaga,Espanyol
12/11/2000,2000-2001,Mallorca,Numancia
12/11/2000,2000-2001,Racing de Santander,Osasuna
12/11/2000,2000-2001,Real Madrid,Las Palmas
12/11/2000,2000-2001,Oviedo,Real Sociedad
12/11/2000,2000-2001,Valencia,Rayo Vallecano
12/11/2000,2000-2001,Valladolid,Alavés
18/11/2000,2000-2001,Alavés,Valencia
18/11/2000,2000-2001,Las Palmas,Mallorca
18/11/2000,2000-2001,Osasuna,Deportivo de La Coruña
18/11/2000,2000-2001,Villarreal,Real Madrid
19/11/2000,2000-2001,Celta de Vigo,Racing de Santander
19/11/2000,2000-2001,Espanyol,Athletic Club
19/11/2000,2000-2001,Real Sociedad,Numancia
19/11/2000,2000-2001,Rayo Vallecano,Málaga
19/11/2000,2000-2001,Oviedo,Valladolid
19/11/2000,2000-2001,Zaragoza,Barcelona
25/11/2000,2000-2001,Mallorca,Villarreal
26/11/2000,2000-2001,Athletic Club,Rayo Vallecano
26/11/2000,2000-2001,Barcelona,Osasuna
26/11/2000,2000-2001,Deportivo de La Coruña,Celta de Vigo
26/11/2000,2000-2001,Málaga,Alavés
26/11/2000,2000-2001,Numancia,Las Palmas
26/11/2000,2000-2001,Racing de Santander,Espanyol
26/11/2000,2000-2001,Valencia,Oviedo
26/11/2000,2000-2001,Valladolid,Real Sociedad
24/01/2001,2000-2001,Real Madrid,Zaragoza
2/12/2000,2000-2001,Celta de Vigo,Barcelona
2/12/2000,2000-2001,Espanyol,Deportivo de La Coruña
2/12/2000,2000-2001,Osasuna,Real Madrid
2/12/2000,2000-2001,Rayo Vallecano,Racing de Santander
2/12/2000,2000-2001,Valladolid,Valencia
3/12/2000,2000-2001,Alavés,Athletic Club
3/12/2000,2000-2001,Real Sociedad,Las Palmas
3/12/2000,2000-2001,Oviedo,Málaga
3/12/2000,2000-2001,Villarreal,Numancia
3/12/2000,2000-2001,Zaragoza,Mallorca
9/12/2000,2000-2001,Las Palmas,Villarreal
9/12/2000,2000-2001,Numancia,Zaragoza
9/12/2000,2000-2001,Valencia,Real Sociedad
10/12/2000,2000-2001,Athletic Club,Oviedo
10/12/2000,2000-2001,Barcelona,Espanyol
10/12/2000,2000-2001,Deportivo de La Coruña,Rayo Vallecano
10/12/2000,2000-2001,Málaga,Valladolid
10/12/2000,2000-2001,Mallorca,Osasuna
10/12/2000,2000-2001,Racing de Santander,Alavés
10/12/2000,2000-2001,Real Madrid,Celta de Vigo
16/12/2000,2000-2001,Alavés,Deportivo de La Coruña
16/12/2000,2000-2001,Espanyol,Real Madrid
16/12/2000,2000-2001,Real Sociedad,Villarreal
16/12/2000,2000-2001,Rayo Vallecano,Barcelona
16/12/2000,2000-2001,Zaragoza,Las Palmas
17/12/2000,2000-2001,Celta de Vigo,Mallorca
17/12/2000,2000-2001,Osasuna,Numancia
17/12/2000,2000-2001,Oviedo,Racing de Santander
17/12/2000,2000-2001,Valencia,Málaga
17/12/2000,2000-2001,Valladolid,Athletic Club
19/12/2000,2000-2001,Real Madrid,Rayo Vallecano
20/12/2000,2000-2001,Athletic Club,Valencia
20/12/2000,2000-2001,Barcelona,Alavés
20/12/2000,2000-2001,Deportivo de La Coruña,Oviedo
20/12/2000,2000-2001,Las Palmas,Osasuna
20/12/2000,2000-2001,Málaga,Real Sociedad
20/12/2000,2000-2001,Mallorca,Espanyol
20/12/2000,2000-2001,Numancia,Celta de Vigo
20/12/2000,2000-2001,Racing de Santander,Valladolid
20/12/2000,2000-2001,Villarreal,Zaragoza
6/01/2001,2000-2001,Málaga,Athletic Club
7/01/2001,2000-2001,Celta de Vigo,Las Palmas
7/01/2001,2000-2001,Alavés,Real Madrid
7/01/2001,2000-2001,Espanyol,Numancia
7/01/2001,2000-2001,Osasuna,Villarreal
7/01/2001,2000-2001,Real Sociedad,Zaragoza
7/01/2001,2000-2001,Rayo Vallecano,Mallorca
7/01/2001,2000-2001,Oviedo,Barcelona
7/01/2001,2000-2001,Valencia,Racing de Santander
7/01/2001,2000-2001,Valladolid,Deportivo de La Coruña
13/01/2001,2000-2001,Barcelona,Valladolid
13/01/2001,2000-2001,Deportivo de La Coruña,Valencia
14/01/2001,2000-2001,Las Palmas,Espanyol
14/01/2001,2000-2001,Mallorca,Alavés
14/01/2001,2000-2001,Numancia,Rayo Vallecano
14/01/2001,2000-2001,Racing de Santander,Málaga
14/01/2001,2000-2001,Real Sociedad,Athletic Club
14/01/2001,2000-2001,Real Madrid,Oviedo
14/01/2001,2000-2001,Villarreal,Celta de Vigo
14/01/2001,2000-2001,Zaragoza,Osasuna
20/01/2001,2000-2001,Valencia,Barcelona
21/01/2001,2000-2001,Athletic Club,Racing de Santander
21/01/2001,2000-2001,Celta de Vigo,Zaragoza
21/01/2001,2000-2001,Alavés,Numancia
21/01/2001,2000-2001,Espanyol,Villarreal
21/01/2001,2000-2001,Málaga,Deportivo de La Coruña
21/01/2001,2000-2001,Osasuna,Real Sociedad
21/01/2001,2000-2001,Rayo Vallecano,Las Palmas
21/01/2001,2000-2001,Oviedo,Mallorca
21/01/2001,2000-2001,Valladolid,Real Madrid
27/01/2001,2000-2001,Athletic Club,Deportivo de La Coruña
27/01/2001,2000-2001,Espanyol,Zaragoza
27/01/2001,2000-2001,Málaga,Barcelona
28/01/2001,2000-2001,Celta de Vigo,Osasuna
28/01/2001,2000-2001,Alavés,Las Palmas
28/01/2001,2000-2001,Racing de Santander,Real Sociedad
28/01/2001,2000-2001,Rayo Vallecano,Villarreal
28/01/2001,2000-2001,Oviedo,Numancia
28/01/2001,2000-2001,Valencia,Real Madrid
28/01/2001,2000-2001,Valladolid,Mallorca
3/02/2001,2000-2001,Barcelona,Athletic Club
4/02/2001,2000-2001,Deportivo de La Coruña,Racing de Santander
4/02/2001,2000-2001,Las Palmas,Oviedo
4/02/2001,2000-2001,Mallorca,Valencia
4/02/2001,2000-2001,Numancia,Valladolid
4/02/2001,2000-2001,Osasuna,Espanyol
4/02/2001,2000-2001,Real Sociedad,Celta de Vigo
4/02/2001,2000-2001,Real Madrid,Málaga
4/02/2001,2000-2001,Villarreal,Alavés
4/02/2001,2000-2001,Zaragoza,Rayo Vallecano
10/02/2001,2000-2001,Athletic Club,Real Madrid
10/02/2001,2000-2001,Deportivo de La Coruña,Real Sociedad
10/02/2001,2000-2001,Espanyol,Celta de Vigo
10/02/2001,2000-2001,Rayo Vallecano,Osasuna
10/02/2001,2000-2001,Valencia,Numancia
11/02/2001,2000-2001,Alavés,Zaragoza
11/02/2001,2000-2001,Málaga,Mallorca
11/02/2001,2000-2001,Racing de Santander,Barcelona
11/02/2001,2000-2001,Oviedo,Villarreal
11/02/2001,2000-2001,Valladolid,Las Palmas
17/02/2001,2000-2001,Barcelona,Deportivo de La Coruña
17/02/2001,2000-2001,Las Palmas,Valencia
17/02/2001,2000-2001,Real Madrid,Racing de Santander
18/02/2001,2000-2001,Celta de Vigo,Rayo Vallecano
18/02/2001,2000-2001,Mallorca,Athletic Club
18/02/2001,2000-2001,Numancia,Málaga
18/02/2001,2000-2001,Osasuna,Alavés
18/02/2001,2000-2001,Real Sociedad,Espanyol
18/02/2001,2000-2001,Villarreal,Valladolid
18/02/2001,2000-2001,Zaragoza,Oviedo
24/02/2001,2000-2001,Deportivo de La Coruña,Real Madrid
25/02/2001,2000-2001,Athletic Club,Numancia
25/02/2001,2000-2001,Barcelona,Real Sociedad
25/02/2001,2000-2001,Alavés,Celta de Vigo
25/02/2001,2000-2001,Málaga,Las Palmas
25/02/2001,2000-2001,Racing de Santander,Mallorca
25/02/2001,2000-2001,Rayo Vallecano,Espanyol
25/02/2001,2000-2001,Oviedo,Osasuna
25/02/2001,2000-2001,Valencia,Villarreal
25/02/2001,2000-2001,Valladolid,Zaragoza
3/03/2001,2000-2001,Mallorca,Deportivo de La Coruña
3/03/2001,2000-2001,Real Sociedad,Rayo Vallecano
